timestamp,scan_number,ch_00,ch_01,ch_02,ch_03,ch_04,system_file,system_id
2025-11-25 15:26:47.912,482,451.626242,82.806388,131.099409,75.9399072,68.9121874,biomass\25112025.csv,25112025
2025-11-25 15:26:57.912,483,450.213019,83.314784,131.16814,75.9817384,69.0619625,biomass\25112025.csv,25112025
2025-11-25 15:27:07.912,484,448.708411,83.2163977,130.556209,76.0047478,68.8884839,biomass\25112025.csv,25112025
2025-11-25 15:27:17.912,485,448.70541,83.3164768,130.310378,75.8644371,69.4982051,biomass\25112025.csv,25112025
2025-11-25 15:27:27.912,486,449.25379,82.9517782,130.493858,75.8590866,69.3776438,biomass\25112025.csv,25112025
2025-11-25 15:27:37.912,487,451.568419,83.2460283,130.704406,76.2123467,70.0056504,biomass\25112025.csv,25112025
2025-11-25 15:27:47.912,488,455.011356,82.91131,130.68058,75.8026542,69.3691181,biomass\25112025.csv,25112025
2025-11-25 15:27:57.912,489,458.119856,82.602554,130.232257,76.1463985,69.8846301,biomass\25112025.csv,25112025
2025-11-25 15:28:07.912,490,460.200999,81.9962102,129.050374,75.5216249,69.1625527,biomass\25112025.csv,25112025
2025-11-25 15:28:17.912,491,461.386044,82.4158938,129.166805,75.8315507,69.2558338,biomass\25112025.csv,25112025
2025-11-25 15:28:27.912,492,462.849142,82.2365736,128.593686,76.1835889,69.3768575,biomass\25112025.csv,25112025
2025-11-25 15:28:37.912,493,464.750256,82.2397844,129.195266,76.0968395,69.5942218,biomass\25112025.csv,25112025
2025-11-25 15:28:47.912,494,467.09623,82.104617,128.702568,76.4061213,69.3804042,biomass\25112025.csv,25112025
2025-11-25 15:28:57.912,495,469.578103,81.6962798,128.073689,75.3810306,69.4604508,biomass\25112025.csv,25112025
2025-11-25 15:29:07.912,496,471.529259,81.7418772,127.820634,75.9659514,69.5519358,biomass\25112025.csv,25112025
2025-11-25 15:29:17.912,497,473.948177,81.7702526,127.500115,75.6843348,69.4707962,biomass\25112025.csv,25112025
2025-11-25 15:29:27.912,498,476.023794,81.7786077,126.95566,75.3065194,69.3991097,biomass\25112025.csv,25112025
2025-11-25 15:29:37.912,499,478.439289,82.229379,126.904583,75.2448009,69.0398879,biomass\25112025.csv,25112025
2025-11-25 15:29:47.912,500,481.038483,82.2547343,126.499268,75.0211385,68.6265071,biomass\25112025.csv,25112025
2025-11-25 15:29:57.912,501,483.685998,81.6232353,126.362729,75.0218284,68.5906211,biomass\25112025.csv,25112025
2025-11-25 15:30:07.912,502,486.242701,81.2615863,126.157422,74.9873292,68.7102182,biomass\25112025.csv,25112025
2025-11-25 15:30:17.912,503,488.648081,81.3339221,125.910406,75.3714535,68.7681046,biomass\25112025.csv,25112025
2025-11-25 15:30:27.912,504,491.596411,81.1338385,125.835708,74.8427054,68.482075,biomass\25112025.csv,25112025
2025-11-25 15:30:37.912,505,494.667806,81.2286813,125.243307,73.7859481,68.024932,biomass\25112025.csv,25112025
2025-11-25 15:30:47.912,506,498.531045,81.0181942,124.750108,74.3589004,68.5358759,biomass\25112025.csv,25112025
2025-11-25 15:30:57.912,507,502.474253,81.2516644,123.934577,74.5958042,68.5020028,biomass\25112025.csv,25112025
2025-11-25 15:31:07.912,508,506.011267,81.6388894,123.921797,73.9385305,67.9702652,biomass\25112025.csv,25112025
2025-11-25 15:31:17.912,509,509.634244,81.3117899,123.032508,74.1615379,67.7526237,biomass\25112025.csv,25112025
